longitude,latitude,laci,newPlot
123.3826523,41.76054001,16788-61705869,1455
123.4207764,41.96635818,16403-67857165,1456
123.4669266,41.78964996,16646-2613515,371
123.4892731,41.95643997,16393-67350847,1457
123.4978867,41.90404129,16889-54568972,1156
123.4844284,41.83274078,16395-67276341,1458
123.4590988,41.78776169,16646-67185717,611
123.3862076,41.76128006,16788-61672067,1459
123.4832001,41.80435944,16793-12617367,1460
123.3622818,41.80791092,16794-67635251,1285
123.3922501,41.76182175,16788-2282815,118
123.3990021,41.82394028,16409-67695135,1461
123.4581299,41.78070831,16646-67181619,608
123.4562531,41.78660965,16646-67185163,1299
123.4712219,41.81256866,16885-12625675,1462
123.4436264,41.81367111,16885-67208205,632
123.4427567,41.81018066,16885-60654989,627
123.4510498,41.91876984,16889-2177291,322
123.4448013,41.75909042,16647-13084046,1463
123.4393463,41.81206894,16789-12631939,550
123.5009918,41.9106102,16889-67987724,1464
123.4145203,41.96427917,16403-67857677,855
123.4777603,41.81346893,16885-67221811,1465
123.4620132,41.82012939,16395-60334990,1466
123.4541168,41.78121185,16882-13050765,1467
123.4595413,41.81719971,16885-67210804,1245
123.4813385,41.81483841,16793-67222333,1468
123.4834518,41.81864166,16793-12619059,519
123.4527588,41.81269836,16885-2275125,1469
123.4608994,41.8087883,16885-67202611,638
123.4607391,41.80451965,16885-67201547,646
123.464241,41.83036041,16395-67277857,1470
123.4813385,41.81483841,16793-67222283,1468
123.4832001,41.80435944,16793-12617378,1460
123.464241,41.83036041,16395-67277875,1470
123.4741898,41.93268967,16889-234913331,1471
123.4740524,41.78197098,16646-67236149,1472
123.5097198,41.91622925,16889-234908427,1473
123.3952179,41.7841301,16884-67451709,444
123.4663086,41.80532074,16885-67201036,447
123.3834534,41.76187134,16788-67578420,1474
123.4606094,41.93252182,16889-68013887,1475
123.4537811,41.92697906,16889-2266686,1476
123.5331573,41.9557991,16393-2198027,1477
123.4399872,41.81465912,16885-67210036,628
123.3639832,41.79962921,16794-67641407,985
123.3807983,41.76052094,16788-68132107,1478
123.478981,41.81678009,16793-68105524,838
123.4857407,41.81367874,16793-67228704,1424
123.464241,41.83036041,16395-67277855,1470
123.4299774,41.9159317,16886-67738675,1479
123.4540329,41.81116867,16885-12617604,1480
123.4712601,41.80279922,16793-67199285,256
123.4564896,41.77801895,16647-67180320,1481
123.3975372,41.7638588,16788-67467533,123
123.4059525,41.74779129,16788-67545139,1482
123.4234695,41.9515419,16403-12825220,1483
123.5317078,41.9632988,16393-67993869,248
123.4576874,41.81248856,16885-67207997,1484
123.3509064,41.78245163,16643-67637301,215
123.3980179,41.80838013,16789-67693363,757
123.3872375,41.81021118,16887-67685645,642
123.4181976,41.78514862,16401-67451189,1485
123.4314499,41.79272842,16640-67503885,86
123.3706284,41.81869888,16887-67638028,1049
123.3720779,41.82276917,16409-67646772,1272
123.3926086,41.83023071,16409-67647283,484
123.3926086,41.83023071,16409-67647243,484
123.4601822,41.76900864,16647-67256371,1486
123.4865189,41.76546097,16396-67258942,1487
123.3893738,41.79671097,16794-67643957,668
123.4595413,41.81719971,16885-67210814,1245
123.429451,41.83892059,16644-67260477,603
123.4345932,41.84080887,16645-234956093,1488
123.3755112,41.83227158,16409-235156030,759
123.4402313,41.83263016,16645-67218483,1159
123.4077301,41.85924911,16792-67692350,923
123.4927902,41.76731873,16396-234958092,1489
123.4607391,41.80451965,16885-67201598,646
123.4725494,41.7972908,16793-67384126,1215
123.4262009,41.81328964,16789-67572276,12
123.4255371,41.79740906,16640-67440957,1490
123.3872528,41.81927109,16409-60630661,1046
123.4324036,41.81552887,16789-2226494,343
123.4725494,41.7972908,16793-67384075,1215
123.4345474,41.81629181,16789-68102708,300
123.4372406,41.7996788,16640-67195660,3
123.3602676,41.7938385,16406-67641652,742
123.3898087,41.81626892,16887-67657248,1065
123.3848801,41.81599045,16887-67635724,634
123.4437332,41.81024933,16885-67204917,532
123.4401321,41.8445015,16645-67234877,1491
123.4292297,41.82844925,16644-67271457,1492
123.3564911,41.83140182,16409-235094283,1493
123.3514404,41.83649826,16888-67882568,1031
123.3446426,41.84793091,16797-234919437,1494
123.4565811,41.83620071,16645-13106308,1495
123.3373032,41.81529999,16888-2279229,1496
123.4787369,41.76787949,16396-60113038,1497
123.4380798,41.80821991,16789-67263775,1498
123.3415833,41.83486938,16888-67869492,133
123.4684906,41.80823898,16885-67203853,1499
123.4570236,41.81523895,16885-12614022,1500
123.4568176,41.84360886,16645-234954016,1501
123.4723587,41.80609894,16885-67201843,615
123.4013138,41.81848907,16644-67679551,1502
123.3564911,41.83140182,16409-235094285,1493
123.3602371,41.81932068,16887-67616267,1503
123.34655,41.83549881,16888-249686068,758
123.3990021,41.82394028,16409-67695167,1461
123.402832,41.88272858,16408-67733812,1249
123.3991394,41.82085037,16409-67652157,61
123.4623795,41.76931,16647-234970676,1504
123.3724976,41.78850174,16406-67636749,1505
123.3637085,41.83184814,16409-2354453,1506
123.4608994,41.80097961,16407-59830796,911
123.4299622,41.7955513,16640-2202164,440
123.3736496,41.81726837,16887-235150347,717
123.3926086,41.83023071,16409-67647293,484
123.4925919,41.76272964,16396-67243573,1507
123.4402771,41.7974205,16640-67223358,504
123.4605713,41.8141098,16885-2567435,1244
123.4281921,41.83473969,16644-13078936,1508
123.3895187,41.82957077,16409-2581043,613
123.4637909,41.81052017,16885-60637858,457
123.4087219,41.85224915,16644-67669821,655
123.4738388,41.76929092,16396-67264801,1298
123.4770584,41.79795837,16793-234957579,1509
123.4402313,41.83263016,16645-67218444,1159
123.4267578,41.80054855,16640-67577918,649
123.3686371,41.79207993,16794-67674912,732
123.3824615,41.8199501,16409-54566985,1043
123.4437332,41.81024933,16885-67204925,532
123.4362564,41.81409836,16789-234946592,95
123.4021606,41.8132515,16789-67677964,756
123.348259,41.83964539,16888-2531891,1510
123.4275436,41.82329178,16644-67269950,1511
123.4298019,41.83063889,16644-55579475,1512
123.3514404,41.83649826,16888-67882558,1031
123.3641815,41.82735825,16409-67642687,1513
123.4076385,41.7480011,16788-2184765,1514
123.4809418,41.76776886,16396-68099595,1515
123.4739609,41.80022812,16793-2599221,1516
123.3898087,41.81626892,16887-67657249,1065
123.3602676,41.82181168,16887-67707917,897
123.3620377,41.8315506,16409-234967357,547
123.4064636,41.87612915,16792-249685515,1517
123.3675995,41.8309288,16409-54580049,1518
